text,category,source
la educacion,EDUCACION,original_training
la educacion hay que reforzarla,EDUCACION,original_training
la educacion,EDUCACION,original_training
la pobreza la falta de educacion la indiferencia social sobre la clase sociales,EDUCACION,original_training
falta cultura y educacion,EDUCACION,original_training
la educacion no apoya al futuro,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
la ignorancia y falta de interes por la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la falta de educacion democratica de los ciudadanos,EDUCACION,original_training
educacion,EDUCACION,original_training
ley de educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
la falta de educacion financiera y los socialistas,EDUCACION,original_training
la educacion,EDUCACION,original_training
la poca educacion,EDUCACION,original_training
desafinan la educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
falta educacion,EDUCACION,original_training
0 empata al jubilado y estan destruyendo educacion publica,EDUCACION,original_training
la educacion,EDUCACION,original_training
falta de educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
salud educacion,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
se ve mucha deficiencia en la educacion,EDUCACION,original_training
falta de educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
no hay mucha educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
falta de educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
falta de educacion,EDUCACION,original_training
os paros de los maestros,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la mala educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
la salud y la educacion es un desastre,EDUCACION,original_training
la educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
educacion salud y justicia,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
no funcionan los pilares de la sociedad educacion,EDUCACION,original_training
la economia la salud y la educacion,EDUCACION,original_training
salud educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
muchas gente que no es de argentina que usan medicina educacion etc,EDUCACION,original_training
la educacion,EDUCACION,original_training
la economia la corrupcion la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
las escuelas,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
falta de compromiso y exigencia con la educacion,EDUCACION,original_training
la falta de educacion de la gente,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
falta de educacion,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
falta de educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la sociedad falta de educacion caida cultural,EDUCACION,original_training
educacion seguridad y salud,EDUCACION,original_training
el estado de las escuelas,EDUCACION,original_training
la educacion deficiente,EDUCACION,original_training
educacion,EDUCACION,original_training
falta de educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
falta de educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
educacion y valores,EDUCACION,original_training
la educacion,EDUCACION,original_training
recortes a la educacion,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
no inversion en educacion,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
la falta de educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
la educacion,EDUCACION,original_training
la economia y educacion,EDUCACION,original_training
falta de educacion y cultura,EDUCACION,original_training
educacion,EDUCACION,original_training
juventud perdio el respeto falta educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
el desempleo y la educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
educacion y seguridad salud,EDUCACION,original_training
la falta de cultura y educacion,EDUCACION,original_training
educacion,EDUCACION,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
economico trabajo salud educacion seguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
mas policias po la inseguridad,INSEGURIDAD,original_training
los robos,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
mas seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la gente que solo quiere ser mantenida por el estado y los politicos ladrones que se roban todo el dinero del pais y se endeuda con la plata del pais,INSEGURIDAD,original_training
economico seguridad,INSEGURIDAD,original_training
robos,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad y economia,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la economia y la inseguridades,INSEGURIDAD,original_training
la delincuencia,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad y salud,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
el narcotrafico y la delincuencia,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la delincuencia,INSEGURIDAD,original_training
los robos,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la corrupcion y la delincuencia,INSEGURIDAD,original_training
delincuencia,INSEGURIDAD,original_training
delincuencia,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
deficiencia sist seguridad y bajos sueldos,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad y la plata,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
delincuencia robos,INSEGURIDAD,original_training
robos,INSEGURIDAD,original_training
falta de seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la seguridad,INSEGURIDAD,original_training
inseguridad y drogas,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad presion tributaria,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la delincuencia,INSEGURIDAD,original_training
la seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
economia y seguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
economia inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la seguridad,INSEGURIDAD,original_training
la violencia,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
mucha inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inflacion y la seguridad,INSEGURIDAD,original_training
economia violencia,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la economia seguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la educacion la corrupcion la delincuencia,INSEGURIDAD,original_training
los robos,INSEGURIDAD,original_training
la economia la inseguridad el abandono de los sectores vulnerables un estado presente y esta entregando nuestro pais,INSEGURIDAD,original_training
inseguridad precaria ley de salud falta de remedios de nacion,INSEGURIDAD,original_training
el robo,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
delincuencia,INSEGURIDAD,original_training
los robos y que paguen poco a la gente que trabaja,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
el economico y educacion y seguridad,INSEGURIDAD,original_training
economia e inseguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
economico seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad y la inflacion,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
corrupcion y la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
seguridad salud educacion,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
falta de trabajo inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la economia la seguridad,INSEGURIDAD,original_training
robos,INSEGURIDAD,original_training
poblemas sociales pobreza hambre inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la economia e inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
ladrones de guantes blancos,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
delincuencia,INSEGURIDAD,original_training
economia e inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
economia inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
delincuencia,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
delincuencia,INSEGURIDAD,original_training
sseguridad,INSEGURIDAD,original_training
falta de trabajo inseguridad,INSEGURIDAD,original_training
falta de seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la violencia kirchnerista,INSEGURIDAD,original_training
economia inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la seguridad,INSEGURIDAD,original_training
falta de seguridad,INSEGURIDAD,original_training
inflacion inseguridad,INSEGURIDAD,original_training
violencia de genero,INSEGURIDAD,original_training
delincuencia,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
delincuencia,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la falta de trabajo la inseguridad y inflaccion,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
todos los anos que el peronismo robo,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
economico e inseguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la droga y delincuencia,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
falta de trabajo inseguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
inseguridad y inflacion,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad falta de trabajo salud educacion,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
los aumentos y la inseguridad,INSEGURIDAD,original_training
la seguridad en la provincia de bsas,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
que no hay seguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
por ahora falta mejorar la seguridad,INSEGURIDAD,original_training
falta de seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
mucha droga delincuencia,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
falta de seguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
la economia y la inseguridad,INSEGURIDAD,original_training
inseguridad y economia,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
robos,INSEGURIDAD,original_training
seguridad y falta de decisiones economicas,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
delincuencia,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
delincuencia,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad leyes,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
la corrupcion y el robo,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
no hay seguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inflacion inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
los robos,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad laboral,INSEGURIDAD,original_training
la delincuencia,INSEGURIDAD,original_training
la delincuencia,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
mucha inseguridad y la educacion abajo muchisimo en calidad,INSEGURIDAD,original_training
