text,category,source
La corrupción,CORRUPCION,reclassified_otros
economia,ECONOMIA,original_training
el gasto publico,SERVICIOS,original_training
falta de trabajo,TRABAJO,original_training
politicos,POLITICA,original_training
Exonomia,OTROS,reclassified_otros
los politicos,POLITICA,original_training
la economia,ECONOMIA,original_training
la inflacion,INFLACION,original_training
La educación,CULTURA_VALORES,reclassified_otros
corrupcion,CORRUPCION,original_training
la corrupcion,CORRUPCION,original_training
La mala administración del sector económico en general,PODER_ADQUISITIVO,reclassified_otros
la suba en los precios y los impuestos,INFLACION,original_training
quienes manejan el pais,OTROS,original_training
robo politico,INSEGURIDAD,original_training
las instituciones,OTROS,original_training
falta cultura y educación,CULTURA_VALORES,reclassified_otros
EL AUMENTO DE LOS IMPUESTOS,CORRUPCION,reclassified_otros
pobreza,POBREZA,original_training
la economia,ECONOMIA,original_training
milei,POLITICA,original_training
Esta todo caro y la plata no alcanza,PODER_ADQUISITIVO,reclassified_otros
trabajo en negro,TRABAJO,original_training
el reacomodamiento economico,ECONOMIA,original_training
Chorros,CORRUPCION,reclassified_otros
Droga,OTROS,reclassified_otros
el gobierno,POLITICA,original_training
la economia,ECONOMIA,original_training
La corrupción y los jueces que no respetan la  jus,CORRUPCION,reclassified_otros
lo economico,ECONOMIA,original_training
la falta de trabajo,TRABAJO,original_training
La estafa,OTROS,reclassified_otros
delincuencia y droga,INSEGURIDAD,original_training
el habito que dejo el gobierno anterior con planes sociales y esto no genera el movimiento de la economia,ECONOMIA,original_training
los peronistas,OTROS,original_training
La corrupción,CORRUPCION,reclassified_otros
la gente esta sin trabajo,TRABAJO,original_training
autoritarismo del gobierno,POLITICA,original_training
falta de trabajo,TRABAJO,original_training
falta trabajo,TRABAJO,original_training
Los gobernantes,CORRUPCION,reclassified_otros
la economika,OTROS,reclassified_otros
Los sueldos y la inflación,PODER_ADQUISITIVO,reclassified_otros
falta de trabajo,TRABAJO,original_training
la economia precios,INFLACION,original_training
Los gobernantes,CORRUPCION,reclassified_otros
devaluacion,OTROS,original_training
la inflacion,INFLACION,original_training
el trabajo,TRABAJO,original_training
el gobierno,POLITICA,original_training
los politicos,POLITICA,original_training
Falta de educación,CULTURA_VALORES,reclassified_otros
la falta de trabajo,TRABAJO,original_training
No sabe,OTROS,reclassified_otros
la falta de trabajo,TRABAJO,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
el mal manejo economico en virtud de las empresas,ECONOMIA,original_training
la corrupcion e impunidad de los politicos,POLITICA,original_training
economia,ECONOMIA,original_training
inseguridad,INSEGURIDAD,original_training
Economía,OTROS,reclassified_otros
la inseguridad el desempleo,TRABAJO,original_training
corrupcion,CORRUPCION,original_training
Invertir más en el nivel educativo,CULTURA_VALORES,reclassified_otros
Falta  de inversion,OTROS,reclassified_otros
los impuestos en los alimentos y servicios,SERVICIOS,original_training
politicos,POLITICA,original_training
economia,ECONOMIA,original_training
economico sueldos,ECONOMIA,original_training
inseguridad,INSEGURIDAD,original_training
corrupcion,CORRUPCION,original_training
la mala eleccion de gobierno,POLITICA,original_training
salud,SALUD,original_training
La corrupción,CORRUPCION,reclassified_otros
La economía,OTROS,reclassified_otros
la corrupción,CORRUPCION,reclassified_otros
politocos,OTROS,original_training
la pobreza,POBREZA,original_training
Economía,OTROS,reclassified_otros
que roban,CORRUPCION,reclassified_otros
Que no alcanza la plata económicamente,PODER_ADQUISITIVO,reclassified_otros
educacion,EDUCACION,original_training
los politicos,POLITICA,original_training
falta de trabajo,TRABAJO,original_training
la economia los salarios son bajos y no se mueve nada en la calle,ECONOMIA,original_training
se dedican solo a las finanzas y se olvida de generar trabajo,TRABAJO,original_training
Los salarios,PODER_ADQUISITIVO,reclassified_otros
la economia y la inseguridad,INSEGURIDAD,original_training
falta de trabajo,TRABAJO,original_training
inflacion,INFLACION,original_training
La corrupción,CORRUPCION,reclassified_otros
la economia,ECONOMIA,original_training
corrupcion de los gobernantes,CORRUPCION,original_training
El mal trato económico a los jubilados la falta de respeto y como les pegan y reprimen. Es nunca visto,PODER_ADQUISITIVO,reclassified_otros
chorros politicos,POLITICA,original_training
la culturA DE CONFORMISMO QUE SE LE DIO A LOS ARGENTINOS.,CULTURA_VALORES,reclassified_otros
economico,ECONOMIA,original_training
"La inflación, la corrupción y los planes sociales",CORRUPCION,reclassified_otros
cultural,CULTURA_VALORES,reclassified_otros
la economia,ECONOMIA,original_training
economia,ECONOMIA,original_training
pobreza,POBREZA,original_training
falta de trabajo,TRABAJO,original_training
la salud publica,SALUD,original_training
inseguridad,INSEGURIDAD,original_training
Los sueldos bajos,PODER_ADQUISITIVO,reclassified_otros
la economia,ECONOMIA,original_training
l economia,ECONOMIA,original_training
corrupcion,CORRUPCION,original_training
corrupcion,CORRUPCION,original_training
inseguridad,INSEGURIDAD,original_training
economia,ECONOMIA,original_training
los politicos,POLITICA,original_training
Educación,CULTURA_VALORES,reclassified_otros
inflacion,INFLACION,original_training
falta trabajo ganas de trabajar,TRABAJO,original_training
los q nos gobiernan a nivel nacional es un desastre,POLITICA,original_training
No sabe,OTROS,reclassified_otros
La plata no alcanza,PODER_ADQUISITIVO,reclassified_otros
lo economico,ECONOMIA,original_training
delincuencia,INSEGURIDAD,original_training
robo,INSEGURIDAD,original_training
falta de trabajo,TRABAJO,original_training
falta de valores,CULTURA_VALORES,reclassified_otros
la economia,ECONOMIA,original_training
seguridad,INSEGURIDAD,original_training
todo el tiempohay aumentos no hay trabajo tod mal,TRABAJO,original_training
seguridad,INSEGURIDAD,original_training
trabajo,TRABAJO,original_training
la falta de trabajo,TRABAJO,original_training
inseguridad,INSEGURIDAD,original_training
Corrupción,CORRUPCION,reclassified_otros
mal presidente,POLITICA,original_training
la pobreza,POBREZA,original_training
la inflacion pero vamos a mejorar en algun momento es un pais rico y productivo,INFLACION,original_training
el gobierno,POLITICA,original_training
corrupcion,CORRUPCION,original_training
no se hacen las cosas como corresponde en politica se ajusta a loa q menos tienen,POLITICA,original_training
la economia,ECONOMIA,original_training
los politicos y,POLITICA,original_training
el presidente,POLITICA,original_training
corrupcion,CORRUPCION,original_training
mucha pobreza,POBREZA,original_training
Los políticos,OTROS,reclassified_otros
los politicos,POLITICA,original_training
economia,ECONOMIA,original_training
los politicos,POLITICA,original_training
Lo económico en general,PODER_ADQUISITIVO,reclassified_otros
educacion,EDUCACION,original_training
Inflación,OTROS,reclassified_otros
inflacion,INFLACION,original_training
Educación,CULTURA_VALORES,reclassified_otros
Falta de dinero  no pagan el día como se debe,PODER_ADQUISITIVO,reclassified_otros
los impuestos de luz y gas,SERVICIOS,original_training
el aumento de precios,INFLACION,original_training
inseguridad,INSEGURIDAD,original_training
mucha corrupcion,CORRUPCION,original_training
javier milei,POLITICA,original_training
no hay trabajo,TRABAJO,original_training
economico social y laboral,TRABAJO,original_training
salud,SALUD,original_training
inflacion,INFLACION,original_training
Economía,OTROS,reclassified_otros
el presidente,POLITICA,original_training
que no aumentan el sueldo debido a la 8nflacion que esta por arriba del salario,OTROS,original_training
politicos corruptos,POLITICA,original_training
inflacion,INFLACION,original_training
falta de cultura del trabajo,TRABAJO,original_training
la economia,ECONOMIA,original_training
el trabajo no registrado hay trabajo en negro mal pago,TRABAJO,original_training
estamos tomando recaudos para no malgastar lo poco que entra en el hogar todo el problema es que el presidente piensa en los politicos y no en el pobre,POLITICA,original_training
falta trabajo,TRABAJO,original_training
la falta de trabajo,TRABAJO,original_training
la inseguridad,INSEGURIDAD,original_training
desocupacion,TRABAJO,original_training
Económico,PODER_ADQUISITIVO,reclassified_otros
los politicos,POLITICA,original_training
corrupcion,CORRUPCION,original_training
la gente no sabe elegir a quien vota,OTROS,original_training
que no hay trabajo digno para la gente,TRABAJO,original_training
Jubilados con muy bajos sueldos,PODER_ADQUISITIVO,reclassified_otros
falta de trabajo,TRABAJO,original_training
desempleo educacion,TRABAJO,original_training
los politicos,POLITICA,original_training
no hay fuente de trabajo geniuno,TRABAJO,original_training
corrupcion,CORRUPCION,original_training
milei,POLITICA,original_training
la desocupacion,TRABAJO,original_training
el presidente,POLITICA,original_training
La corrupción,CORRUPCION,reclassified_otros
La inflación,OTROS,reclassified_otros
milei,POLITICA,original_training
Económico,PODER_ADQUISITIVO,reclassified_otros
la inflacion,INFLACION,original_training
La economía,OTROS,reclassified_otros
ka corrupcion,CORRUPCION,original_training
la baja calidad de la educacion,EDUCACION,original_training
los preciosos en el mercado,INFLACION,original_training
la corrupcion,CORRUPCION,original_training
la inflacion,INFLACION,original_training
inseguridad,INSEGURIDAD,original_training
el presidente y sus secuases,POLITICA,original_training
q la plata no nos alcanza para casi nd,PODER_ADQUISITIVO,reclassified_otros
la falta de trabajo,TRABAJO,original_training
politicos,POLITICA,original_training
el gobierno,POLITICA,original_training
la delincuencia,INSEGURIDAD,original_training
pobreza,POBREZA,original_training
los planes sociales mantener gente en sus casas sin trabajar y pagarles encima,OTROS,original_training
las politicos,POLITICA,original_training
la inseguridad,INSEGURIDAD,original_training
gobernantes,CORRUPCION,reclassified_otros
educacion,EDUCACION,original_training
inflacion,INFLACION,original_training
nflacion,OTROS,reclassified_otros
economico,ECONOMIA,original_training
sueldos bajos,PODER_ADQUISITIVO,reclassified_otros
economia,ECONOMIA,original_training
la corrupcion en el gobierno y que sea mas patriota,POLITICA,original_training
La falta de educación,CULTURA_VALORES,reclassified_otros
inseguridad,INSEGURIDAD,original_training
Educación,CULTURA_VALORES,reclassified_otros
la desocupacion,TRABAJO,original_training
falta de apoyo al gobierno,POLITICA,original_training
Socio económico,PODER_ADQUISITIVO,reclassified_otros
la inflacion,INFLACION,original_training
corrupcion,CORRUPCION,original_training
inseguridad,INSEGURIDAD,original_training
los politicos,POLITICA,original_training
la inseguridad,INSEGURIDAD,original_training
la economia,ECONOMIA,original_training
el gobierno anterior,POLITICA,original_training
la corrupción,CORRUPCION,reclassified_otros
corrupcion,CORRUPCION,original_training
el presidente,POLITICA,original_training
Salarios muy bajos,PODER_ADQUISITIVO,reclassified_otros
corrupcion,CORRUPCION,original_training
"Los que no tienen memoria ni leen la historia Argentina, si no se entiende como votaron a esta cosa",OTROS,reclassified_otros
la inflacion,INFLACION,original_training
inflacion,INFLACION,original_training
el presidente,POLITICA,original_training
no hay proyeccion a la baja de inflacion,INFLACION,original_training
cultural,CULTURA_VALORES,reclassified_otros
Económico,PODER_ADQUISITIVO,reclassified_otros
no apoyo a las empresas nacionalesreducjuaumentode,POLITICA,original_training
la inseguridad,INSEGURIDAD,original_training
la falta de trabajo,TRABAJO,original_training
Corrupción,CORRUPCION,reclassified_otros
Económico,PODER_ADQUISITIVO,reclassified_otros
la seguridad,INSEGURIDAD,original_training
La falta de educación y la corrupción,CORRUPCION,reclassified_otros
economia,ECONOMIA,original_training
inseguridad,INSEGURIDAD,original_training
las politicas implementadas por el gobierno,POLITICA,original_training
el presidente,POLITICA,original_training
corrupcion,CORRUPCION,original_training
falta de trabajo en muchas provincias,TRABAJO,original_training
inseguridad,INSEGURIDAD,original_training
falta de obras publicas,OTROS,original_training
Inestabilidad económico,PODER_ADQUISITIVO,reclassified_otros
economico,ECONOMIA,original_training
falta de trabajo,TRABAJO,original_training
La inflación la plata desvarolizada,PODER_ADQUISITIVO,reclassified_otros
Económico,PODER_ADQUISITIVO,reclassified_otros
hoy en dia es dificil tener un trabajo y un buen salario,TRABAJO,original_training
la economia,ECONOMIA,original_training
no encontras trabajo estable,TRABAJO,original_training
el gobierno nacional,POLITICA,original_training
los impuestos el precio de la luz gas agua ya no es posible pagar,SERVICIOS,original_training
inseguridad,INSEGURIDAD,original_training
Corrupción,CORRUPCION,reclassified_otros
Las subas de las cosas,OTROS,reclassified_otros
la desocupacion,TRABAJO,original_training
la economia,ECONOMIA,original_training
inflacion,INFLACION,original_training
corrupcion,CORRUPCION,original_training
falta de trabajo,TRABAJO,original_training
Económico,PODER_ADQUISITIVO,reclassified_otros
La falta de oportunidades,OTROS,reclassified_otros
la politica,POLITICA,original_training
delincuencia,INSEGURIDAD,original_training
La plata no alcanza,PODER_ADQUISITIVO,reclassified_otros
Todo esta mal no alcanza los sueldos,PODER_ADQUISITIVO,reclassified_otros
inseguridad,INSEGURIDAD,original_training
el gobierno,POLITICA,original_training
la inflación,OTROS,reclassified_otros
Los sueldos están abajo de la información,CULTURA_VALORES,reclassified_otros
Sistema educativo,CULTURA_VALORES,reclassified_otros
Política social,OTROS,reclassified_otros
falta de trabajo,TRABAJO,original_training
es regular,OTROS,original_training
la inflacion,INFLACION,original_training
La gente,OTROS,reclassified_otros
inseguridad,INSEGURIDAD,original_training
la inflacion,INFLACION,original_training
la educacion,EDUCACION,original_training
el desempleo a los adolescentes por no tener experiencia,TRABAJO,original_training
el presidente,POLITICA,original_training
las politicas de los ultimos tiempos que se permita tanta violencia en las redes en la calle nos saludamos y en las redes somos terribles,INSEGURIDAD,original_training
es el mal manejo de los politicos,POLITICA,original_training
javier milei,POLITICA,original_training
Economía,OTROS,reclassified_otros
economia,ECONOMIA,original_training
la economia la salud,SALUD,original_training
la seguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
Economía suba de precio,OTROS,reclassified_otros
Económico,PODER_ADQUISITIVO,reclassified_otros
los precios,INFLACION,original_training
falta de trabajo,TRABAJO,original_training
economia,ECONOMIA,original_training
La ignorancia eco omica,CULTURA_VALORES,reclassified_otros
los sueldos bajos,PODER_ADQUISITIVO,reclassified_otros
Inflación,OTROS,reclassified_otros
Chorros,CORRUPCION,reclassified_otros
el hambre,POBREZA,original_training
La educación,CULTURA_VALORES,reclassified_otros
inseguridad,INSEGURIDAD,original_training
la desocupacion y los robos,INSEGURIDAD,original_training
el sueldo y los trabajos las atencion en hospitales publicos,SALUD,original_training
auh y planes mal repartidos,POLITICA,original_training
El fanatismo y la ignorancia,CULTURA_VALORES,reclassified_otros
los politicos,POLITICA,original_training
falta trabajo,TRABAJO,original_training
el gobierno y las decisiones que toman con respeto al desfinanciamiento de todo,POLITICA,original_training
Corrupción,CORRUPCION,reclassified_otros
La economía,OTROS,reclassified_otros
inflacion,INFLACION,original_training
La economía,OTROS,reclassified_otros
Que no lo manejan como corresponde,OTROS,reclassified_otros
corrupcion,CORRUPCION,original_training
desocupacion,TRABAJO,original_training
funcionarios corruptos,CORRUPCION,original_training
salarios bajos,OTROS,original_training
la economia,ECONOMIA,original_training
inseguridad,INSEGURIDAD,original_training
la inflacion generada por la emocion de pesos mayormente,INFLACION,original_training
inseguridad corrupcion los planes,INSEGURIDAD,original_training
La plata no alcanza,PODER_ADQUISITIVO,reclassified_otros
delincuencia,INSEGURIDAD,original_training
corrupcion,CORRUPCION,original_training
economia,ECONOMIA,original_training
la corrupcion,CORRUPCION,original_training
desempleo,TRABAJO,original_training
la corrupcion,CORRUPCION,original_training
la inseguridad,INSEGURIDAD,original_training
la economia la falta de trabajo,TRABAJO,original_training
economia,ECONOMIA,original_training
inseguridad,INSEGURIDAD,original_training
Salarios bajos,PODER_ADQUISITIVO,reclassified_otros
la mala administracion del sector economico en general,ECONOMIA,original_training
el gobierno nacional,POLITICA,original_training
inflacion,INFLACION,original_training
falta de trabajo,TRABAJO,original_training
Los políticos,OTROS,reclassified_otros
seguridad,INSEGURIDAD,original_training
falta de educacion y cultura,EDUCACION,original_training
los precios altos en los servicios,SERVICIOS,original_training
el presidente,POLITICA,original_training
economia,ECONOMIA,original_training
las politicas adoptadas,POLITICA,original_training
La economía,OTROS,reclassified_otros
pobreza,POBREZA,original_training
falta de trabajo y que cada vez hay mas pobresa,TRABAJO,original_training
la seguridad,INSEGURIDAD,original_training
pocos hospitales,SALUD,original_training
economia,ECONOMIA,original_training
Todo lo politico,OTROS,reclassified_otros
Los económicos,PODER_ADQUISITIVO,reclassified_otros
no sabe,OTROS,reclassified_otros
economico,ECONOMIA,original_training
la inflacion,INFLACION,original_training
Política de un loco y desquiciado,OTROS,reclassified_otros
la corrupcion,CORRUPCION,original_training
inseguridad,INSEGURIDAD,original_training
Corrupción,CORRUPCION,reclassified_otros
la corrupcion,CORRUPCION,original_training
trabajo,TRABAJO,original_training
seguridad,INSEGURIDAD,original_training
Inequidad,OTROS,reclassified_otros
Desigualdad economica,OTROS,reclassified_otros
el presidente,POLITICA,original_training
los politicos,POLITICA,original_training
economico,ECONOMIA,original_training
corrupcion,CORRUPCION,original_training
la economia es un desastre,ECONOMIA,original_training
presidente que tenemos,POLITICA,original_training
Organización,OTROS,reclassified_otros
Corrupción,CORRUPCION,reclassified_otros
la delincuencia,INSEGURIDAD,original_training
la corrupción,CORRUPCION,reclassified_otros
inflacion,INFLACION,original_training
inflacion trabajo educacion y salud,INFLACION,original_training
educacion,EDUCACION,original_training
Corrupción,CORRUPCION,reclassified_otros
inseguridad,INSEGURIDAD,original_training
Los peronistas,OTROS,reclassified_otros
economia agresivo,ECONOMIA,original_training
economico,ECONOMIA,original_training
Eso me lo guardo para mí...,OTROS,reclassified_otros
Inflación y sueldos bajos,PODER_ADQUISITIVO,reclassified_otros
el costo de vida,INFLACION,original_training
robos,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
la inseguridad,INSEGURIDAD,original_training
milei,POLITICA,original_training
Los gobernantes no piensan en la gente,CORRUPCION,reclassified_otros
inseguridad,INSEGURIDAD,original_training
economia,ECONOMIA,original_training
el presidente,POLITICA,original_training
falta de trabajo,TRABAJO,original_training
economia no alcanza,ECONOMIA,original_training
la economia,ECONOMIA,original_training
la pobreza,POBREZA,original_training
inseguridad,INSEGURIDAD,original_training
Corrupción,CORRUPCION,reclassified_otros
la pobreza,POBREZA,original_training
la seguridad,INSEGURIDAD,original_training
falta de educacion financiera,EDUCACION,original_training
la inseguridad,INSEGURIDAD,original_training
los gobernantes,CORRUPCION,reclassified_otros
los sueldos no aumentaron con la inflacion,INFLACION,original_training
falta de trabajo,TRABAJO,original_training
presidente,POLITICA,original_training
gobierno que luche mas por nosotros,POLITICA,original_training
la corrupcion,CORRUPCION,original_training
la salud,SALUD,original_training
inflacion y la corrupcion,CORRUPCION,original_training
Falta dinero,PODER_ADQUISITIVO,reclassified_otros
Corrupción,CORRUPCION,reclassified_otros
falta puesto de trabajo,TRABAJO,original_training
Corrupción,CORRUPCION,reclassified_otros
Corrupción,CORRUPCION,reclassified_otros
Desinformación,CULTURA_VALORES,reclassified_otros
la clase politica,POLITICA,original_training
corrupcion,CORRUPCION,original_training
la economia,ECONOMIA,original_training
falta de produccion nacional,POLITICA,original_training
corrupcion,CORRUPCION,original_training
economia,ECONOMIA,original_training
Los kirchner,OTROS,reclassified_otros
corrupcion,CORRUPCION,original_training
la corrupcion,CORRUPCION,original_training
inseguridad,INSEGURIDAD,original_training
la corrupcion,CORRUPCION,original_training
Económico,PODER_ADQUISITIVO,reclassified_otros
falta de oportunidad para los jovenes,OTROS,reclassified_otros
inseguridad,INSEGURIDAD,original_training
Corrupción,CORRUPCION,reclassified_otros
el presidente,POLITICA,original_training
la inseguridad,INSEGURIDAD,original_training
falta de dinero de trabajo de rutas nacionales,TRABAJO,original_training
falta de trabajo,TRABAJO,original_training
la inflacion,INFLACION,original_training
economico,ECONOMIA,original_training
el gobierno,POLITICA,original_training
inflacion,INFLACION,original_training
la falta de trabajo,TRABAJO,original_training
la pobreza,POBREZA,original_training
inseguridad,INSEGURIDAD,original_training
inseguridad,INSEGURIDAD,original_training
corrupcion,CORRUPCION,original_training
los precios altos,INFLACION,original_training
inflacion,INFLACION,original_training
pobreza,POBREZA,original_training
inflacion,INFLACION,original_training
politicos,POLITICA,original_training
aumentos d alimentos y luz,SERVICIOS,original_training
La perdida de poder adquisitivo,PODER_ADQUISITIVO,reclassified_otros
L economía,OTROS,reclassified_otros
Sueldos bajos y la suba desconsiderada de los tarifas,PODER_ADQUISITIVO,reclassified_otros
nuestro presidente,POLITICA,original_training
falta de trabajo,TRABAJO,original_training
crisis economica,ECONOMIA,original_training
inseguridad,INSEGURIDAD,original_training
gobernadores,OTROS,original_training
el presidente,POLITICA,original_training
Económico,PODER_ADQUISITIVO,reclassified_otros
los politicos,POLITICA,original_training
Corrupción,CORRUPCION,reclassified_otros
redistribución de riquezas,OTROS,reclassified_otros
la situacion economica,ECONOMIA,original_training
la corrupcion,CORRUPCION,original_training
pobreza,POBREZA,original_training
gobierno,POLITICA,original_training
Nose,OTROS,reclassified_otros
La educación,CULTURA_VALORES,reclassified_otros
la corrupcion y la delincuencia,INSEGURIDAD,original_training
inflacion,INFLACION,original_training
inflacion,INFLACION,original_training
economia,ECONOMIA,original_training
Corrupción,CORRUPCION,reclassified_otros
los politicos,POLITICA,original_training
falta control en las fronteras,OTROS,original_training
educacion,EDUCACION,original_training
Inflación,OTROS,reclassified_otros
Económico,PODER_ADQUISITIVO,reclassified_otros
los politicos la corrupcion su falta de compromis,POLITICA,original_training
la inseguridad,INSEGURIDAD,original_training
el presidente,POLITICA,original_training
creo que toda la plata que se robaron los gobiernos anteriores,POLITICA,original_training
los politicos,POLITICA,original_training
impunidad de la política,CORRUPCION,reclassified_otros
